fecha,hora,pelicula,cine,cadena,barrio,direccion,formato,version,duracion_min,genero,link_compra
2026-05-16,18:30,El Diablo Viste A La Moda 2,Atlas Caballito,Atlas Cines,Buenos Aires,"Rivadavia 5071, Caballito",2D,Subtitulada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=191
2026-05-16,18:30,El Último Viaje a China,Cine Gaumont,Espacio INCAA,Buenos Aires,"Av. Rivadavia 1635, Congreso",2D,Doblada,79,Documental,https://www.cinegaumont.ar/pelicula.aspx?filmid=792&performanceid=154899
2026-05-16,18:30,Padre Madre Hermana Hermano,CineArte Cacodelphia,Cine de arte,Buenos Aires,"Roque Sáenz Peña 1150, Buenos Aires",2D,Subtitulada,110,Comedia; Drama,https://cineartecacodelphia.com.ar/pelicula/86/e7510b29f6ab093ed1959346b81e5962
2026-05-16,18:30,El Diablo Viste A La Moda 2,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,18:30,El Diablo Viste A La Moda 2,Cinépolis Houssay,Cinépolis,Buenos Aires,"Av. Corrientes 917, Buenos Aires",2D,Subtitulada,120,Comedia; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=el-diablo-viste-a-la-moda-2&cinema=cinepolis-houssay-buenos-aires&selected=cinepolis-houssay-buenos-aires&session=24682
2026-05-16,18:30,El Diablo Viste A La Moda 2,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,120,Comedia; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=el-diablo-viste-a-la-moda-2&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126706
2026-05-16,18:30,El Diablo Viste A La Moda 2,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,18:30,El Diablo Viste A La Moda 2,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,18:35,El Diablo Viste A La Moda 2,Multiplex Belgrano,Multiplex,Buenos Aires,"Vuelta de Obligado 2199, Belgrano",2D,Doblada,120,Comedia; Drama,https://ventas.cinemultiplex.com.ar/funcion?df=182-20490-223360-20260516
2026-05-16,18:40,Mortal Kombat 2,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,116,Acción; Fantasía; Aventura,https://www.cinemark.com.ar
2026-05-16,18:50,"Tú, yo & la Toscana",Atlas Patio Bullrich,Atlas Cines,Buenos Aires,"Av. del Libertador 750, Patio Bullrich",2D,Subtitulada,105,Romance; Comedia,https://www.atlascines.com/Peliculas?codPelicula=471&codComplejo=195
2026-05-16,18:50,El Desprecio,CineArte Cacodelphia,Cine de arte,Buenos Aires,"Roque Sáenz Peña 1150, Buenos Aires",2D,Subtitulada,103,Drama; Romance,https://cineartecacodelphia.com.ar/pelicula/86/4801c10482b10b8a756ff8dd22a0c7ac
2026-05-16,18:50,Michael,Cinemark Caballito,Cinemark Hoyts,Buenos Aires,"Av. La Plata 96, Caballito",2D,Subtitulada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,18:50,El Diablo Viste A La Moda 2,Cinemark Caballito,Cinemark Hoyts,Buenos Aires,"Av. La Plata 96, Caballito",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,18:50,Michael,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,18:50,El Diablo Viste A La Moda 2,Multiplex Belgrano,Multiplex,Buenos Aires,"Vuelta de Obligado 2199, Belgrano",2D,Subtitulada,120,Comedia; Drama,https://ventas.cinemultiplex.com.ar/funcion?df=182-20488-223363-20260516
2026-05-16,18:50,En la zona gris,Multiplex Lavalle,Multiplex,Buenos Aires,"Lavalle 780, CABA",2D,Doblada,98,Acción; Suspense,https://ventas.cinemultiplex.com.ar/funcion?df=184-20560-254424-20260516
2026-05-16,19:00,El Diablo Viste A La Moda 2,Atlas Alcorta,Atlas Cines,Buenos Aires,"Jerónimo Salguero 3172, Alcorta Shopping",2D,Subtitulada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=194
2026-05-16,19:00,El Diablo Viste A La Moda 2,Atlas Liniers,Atlas Cines,Buenos Aires,"Av. Rivadavia 11177, Liniers",2D,Doblada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=198
2026-05-16,19:00,Sueños de Oslo,CineArte Cacodelphia,Cine de arte,Buenos Aires,"Roque Sáenz Peña 1150, Buenos Aires",2D,Subtitulada,110,Romance; Drama,https://cineartecacodelphia.com.ar/pelicula/86/4ae828c3c6d465043cbf35630f18b513
2026-05-16,19:00,Mortal Kombat 2,Cinemark Caballito,Cinemark Hoyts,Buenos Aires,"Av. La Plata 96, Caballito",2D,Subtitulada,116,Acción; Fantasía; Aventura,https://www.cinemark.com.ar
2026-05-16,19:00,El Diablo Viste A La Moda 2,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:00,Top Gun,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,110,Acción; Drama; Romance,https://www.cinemark.com.ar
2026-05-16,19:00,El Diablo Viste A La Moda 2,Cinemark Puerto Madero,Cinemark Hoyts,Buenos Aires,Av. Alicia Moreau de Justo 1920,2D,Doblada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:00,Top Gun,Cinemark Puerto Madero,Cinemark Hoyts,Buenos Aires,Av. Alicia Moreau de Justo 1920,2D,Subtitulada,110,Acción; Drama; Romance,https://www.cinemark.com.ar
2026-05-16,19:00,El Diablo Viste A La Moda 2,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,120,Comedia; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=el-diablo-viste-a-la-moda-2&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126662
2026-05-16,19:00,Top Gun 2: Maveric,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,131,Acción; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=top-gun&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126776
2026-05-16,19:00,Top Gun,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,110,Acción; Drama; Romance,https://cinepolis.com/ar/asientos?country=ar&movie=top-gun&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126776
2026-05-16,19:00,Michael,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,19:00,Top Gun,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Subtitulada,110,Acción; Drama; Romance,https://www.cinemark.com.ar
2026-05-16,19:00,Top Gun,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",2D,Subtitulada,110,Acción; Drama; Romance,https://www.cinemark.com.ar
2026-05-16,19:00,El Diablo Viste A La Moda 2,Multiplex Lavalle,Multiplex,Buenos Aires,"Lavalle 780, CABA",2D,Subtitulada,120,Comedia; Drama,https://ventas.cinemultiplex.com.ar/funcion?df=184-20481-254416-20260516
2026-05-16,19:00,El Diablo Viste A La Moda 2,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Doblada,120,Comedia; Drama,https://www.voyalcine.net/pelicula.aspx?filmid=5614&performanceid=337546
2026-05-16,19:05,Proyecto Fin del Mundo,Multiplex Belgrano,Multiplex,Buenos Aires,"Vuelta de Obligado 2199, Belgrano",4DX,Subtitulada,156,Ciencia ficción; Aventura,https://ventas.cinemultiplex.com.ar/funcion?df=182-20336-223366-20260516
2026-05-16,19:10,El Diablo Viste A La Moda 2,Atlas Caballito,Atlas Cines,Buenos Aires,"Rivadavia 5071, Caballito",2D,Doblada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=191
2026-05-16,19:10,El Diablo Viste A La Moda 2,Atlas Flores,Atlas Cines,Buenos Aires,"Rivera Indarte 44, Flores",2D,Doblada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=197
2026-05-16,19:10,El Diablo Viste A La Moda 2,Atlas Patio Bullrich,Atlas Cines,Buenos Aires,"Av. del Libertador 750, Patio Bullrich",2D,Subtitulada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=195
2026-05-16,19:10,Michael,Cinemark Puerto Madero,Cinemark Hoyts,Buenos Aires,Av. Alicia Moreau de Justo 1920,2D,Subtitulada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,19:10,Michael,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",2D,Subtitulada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,19:15,Valor Sentimental,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Subtitulada,133,Drama,
2026-05-16,19:15,Caso 137,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Subtitulada,115,Crimen; Drama,
2026-05-16,19:15,Stop making sense,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Subtitulada,88,Documental; Música,
2026-05-16,19:15,Sin aliento,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Subtitulada,15,Drama; Comedia,
2026-05-16,19:15,Las catadoras del Führer,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Subtitulada,123,Drama; Historia,
2026-05-16,19:15,Los años más bellos de una vida,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Subtitulada,95,Drama; Romance; Comedia,
2026-05-16,19:15,La Única Opción,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Subtitulada,11,Documental; Familia,
2026-05-16,19:15,Los lobos,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Subtitulada,94,Drama; Familia,
2026-05-16,19:15,Soy tu mensaje,Cine Cosmos,Independiente / UBA,Buenos Aires,"Av. Corrientes 2046, Buenos Aires",2D,Doblada,85,Thriller; Drama,
2026-05-16,19:15,El Diablo Viste A La Moda 2,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:15,El Diablo Viste A La Moda 2,Cinépolis Houssay,Cinépolis,Buenos Aires,"Av. Corrientes 917, Buenos Aires",2D,Subtitulada,120,Comedia; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=el-diablo-viste-a-la-moda-2&cinema=cinepolis-houssay-buenos-aires&selected=cinepolis-houssay-buenos-aires&session=24615
2026-05-16,19:15,El Diablo Viste A La Moda 2,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,120,Comedia; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=el-diablo-viste-a-la-moda-2&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126690
2026-05-16,19:15,Michael,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,127,Música; Drama; Historia,https://cinepolis.com/ar/asientos?country=ar&movie=michael&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126714
2026-05-16,19:15,El Diablo Viste A La Moda 2,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:15,Calle Málaga,Multiplex Belgrano,Multiplex,Buenos Aires,"Vuelta de Obligado 2199, Belgrano",2D,Doblada,117,Drama,https://ventas.cinemultiplex.com.ar/funcion?df=182-20305-223377-20260516
2026-05-16,19:20,Michael,Atlas Flores,Atlas Cines,Buenos Aires,"Rivera Indarte 44, Flores",2D,Doblada,127,Música; Drama; Historia,https://www.atlascines.com/Peliculas?codPelicula=441&codComplejo=197
2026-05-16,19:20,Obsesión,Atlas Liniers,Atlas Cines,Buenos Aires,"Av. Rivadavia 11177, Liniers",2D,Doblada,91,Suspense,https://www.atlascines.com/Peliculas?codPelicula=470&codComplejo=198
2026-05-16,19:20,El Diablo Viste A La Moda 2,Cinemark Caballito,Cinemark Hoyts,Buenos Aires,"Av. La Plata 96, Caballito",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:20,Obsesión,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,91,Suspense,https://www.cinemark.com.ar
2026-05-16,19:20,El Diablo Viste A La Moda 2,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:20,El Diablo Viste A La Moda 2,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,120,Comedia; Drama,https://www.voyalcine.net/pelicula.aspx?filmid=5614&performanceid=337534
2026-05-16,19:30,Michael,Atlas Caballito,Atlas Cines,Buenos Aires,"Rivadavia 5071, Caballito",2D,Subtitulada,127,Música; Drama; Historia,https://www.atlascines.com/Peliculas?codPelicula=441&codComplejo=191
2026-05-16,19:30,Risa Y La Cabina Del Viento,Cine Gaumont,Espacio INCAA,Buenos Aires,"Av. Rivadavia 1635, Congreso",2D,Doblada,97,Drama; Fantasía,https://www.cinegaumont.ar/pelicula.aspx?filmid=765&performanceid=154889
2026-05-16,19:30,Michael,Cinépolis Houssay,Cinépolis,Buenos Aires,"Av. Corrientes 917, Buenos Aires",2D,Subtitulada,127,Música; Drama; Historia,https://cinepolis.com/ar/asientos?country=ar&movie=michael&cinema=cinepolis-houssay-buenos-aires&selected=cinepolis-houssay-buenos-aires&session=24639
2026-05-16,19:30,Obsesión,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,91,Suspense,https://www.cinemark.com.ar
2026-05-16,19:30,"Tú, yo & la Toscana",Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,105,Romance; Comedia,https://www.cinemark.com.ar
2026-05-16,19:30,Mortal Kombat 2,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",XD,Subtitulada,116,Acción; Fantasía; Aventura,https://www.cinemark.com.ar
2026-05-16,19:30,El Diablo Viste A La Moda 2,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:30,Michael,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,127,Música; Drama; Historia,https://www.voyalcine.net/pelicula.aspx?filmid=5618&performanceid=337542
2026-05-16,19:35,Michael,Multiplex Belgrano,Multiplex,Buenos Aires,"Vuelta de Obligado 2199, Belgrano",2D,Subtitulada,127,Música; Drama; Historia,https://ventas.cinemultiplex.com.ar/funcion?df=182-20469-223372-20260516
2026-05-16,19:35,Mortal Kombat 2,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,116,Acción; Fantasía; Aventura,https://www.voyalcine.net/pelicula.aspx?filmid=5678&performanceid=337530
2026-05-16,19:40,Mortal Kombat 2,Atlas Caballito,Atlas Cines,Buenos Aires,"Rivadavia 5071, Caballito",2D,Doblada,116,Acción; Fantasía; Aventura,https://www.atlascines.com/Peliculas?codPelicula=454&codComplejo=191
2026-05-16,19:40,Mortal Kombat 2,Atlas Liniers,Atlas Cines,Buenos Aires,"Av. Rivadavia 11177, Liniers",2D,Doblada,116,Acción; Fantasía; Aventura,https://www.atlascines.com/Peliculas?codPelicula=454&codComplejo=198
2026-05-16,19:40,El Diablo Viste A La Moda 2,Atlas Patio Bullrich,Atlas Cines,Buenos Aires,"Av. del Libertador 750, Patio Bullrich",2D,Subtitulada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=195
2026-05-16,19:40,El Diablo Viste A La Moda 2,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:40,El Diablo Viste A La Moda 2,Cinemark Puerto Madero,Cinemark Hoyts,Buenos Aires,Av. Alicia Moreau de Justo 1920,2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:40,El Diablo Viste A La Moda 2,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,19:40,Michael,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",2D,Subtitulada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,19:40,El Diablo Viste A La Moda 2,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,120,Comedia; Drama,https://www.voyalcine.net/pelicula.aspx?filmid=5614&performanceid=337522
2026-05-16,19:45,El Diablo Viste A La Moda 2,Cinépolis Houssay,Cinépolis,Buenos Aires,"Av. Corrientes 917, Buenos Aires",2D,Subtitulada,120,Comedia; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=el-diablo-viste-a-la-moda-2&cinema=cinepolis-houssay-buenos-aires&selected=cinepolis-houssay-buenos-aires&session=24643
2026-05-16,19:45,El Diablo Viste A La Moda 2,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,120,Comedia; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=el-diablo-viste-a-la-moda-2&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126698
2026-05-16,19:45,Exit 8,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,95,Terror; Misterio,https://www.cinemark.com.ar
2026-05-16,19:45,El Diablo Viste A La Moda 2,Multiplex Belgrano,Multiplex,Buenos Aires,"Vuelta de Obligado 2199, Belgrano",2D,Subtitulada,120,Comedia; Drama,https://ventas.cinemultiplex.com.ar/funcion?df=182-20488-223369-20260516
2026-05-16,19:45,Nuremberg: El Juicio Del Siglo,Multiplex Belgrano,Multiplex,Buenos Aires,"Vuelta de Obligado 2199, Belgrano",2D,Subtitulada,150,Historia; Drama,https://ventas.cinemultiplex.com.ar/funcion?df=182-20412-223374-20260516
2026-05-16,19:45,Top Gun 2: Maveric,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,131,Acción; Drama,https://www.voyalcine.net/pelicula.aspx?filmid=5726&performanceid=337435
2026-05-16,19:45,Top Gun,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,110,Acción; Drama; Romance,https://www.voyalcine.net/pelicula.aspx?filmid=5726&performanceid=337419
2026-05-16,19:50,El Diablo Viste A La Moda 2,Atlas Alcorta,Atlas Cines,Buenos Aires,"Jerónimo Salguero 3172, Alcorta Shopping",2D,Subtitulada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=194
2026-05-16,19:50,El Diablo Viste A La Moda 2,Atlas Caballito,Atlas Cines,Buenos Aires,"Rivadavia 5071, Caballito",2D,Subtitulada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=191
2026-05-16,19:50,Mortal Kombat 2,Atlas Flores,Atlas Cines,Buenos Aires,"Rivera Indarte 44, Flores",2D,Doblada,116,Acción; Fantasía; Aventura,https://www.atlascines.com/Peliculas?codPelicula=454&codComplejo=197
2026-05-16,19:50,Michael,Cinemark Caballito,Cinemark Hoyts,Buenos Aires,"Av. La Plata 96, Caballito",2D,Subtitulada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,19:50,Mortal Kombat 2,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,116,Acción; Fantasía; Aventura,https://www.cinemark.com.ar
2026-05-16,19:50,Michael,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,19:50,Michael,Cinemark Puerto Madero,Cinemark Hoyts,Buenos Aires,Av. Alicia Moreau de Justo 1920,2D,Subtitulada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,19:50,Michael,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,127,Música; Drama; Historia,https://www.cinemark.com.ar
2026-05-16,19:50,Mortal Kombat 2,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",2D,Subtitulada,116,Acción; Fantasía; Aventura,https://www.cinemark.com.ar
2026-05-16,19:50,Mortal Kombat 2,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",4DX,Subtitulada,116,Acción; Fantasía; Aventura,https://www.cinemark.com.ar
2026-05-16,19:50,Michael,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,127,Música; Drama; Historia,https://www.voyalcine.net/pelicula.aspx?filmid=5618&performanceid=337538
2026-05-16,19:55,Mortal Kombat 2,Multiplex Lavalle,Multiplex,Buenos Aires,"Lavalle 780, CABA",4DX,Doblada,116,Acción; Fantasía; Aventura,https://ventas.cinemultiplex.com.ar/funcion?df=184-20518-254421-20260516
2026-05-16,19:55,En la zona gris,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,98,Acción; Suspense,https://www.voyalcine.net/pelicula.aspx?filmid=5738&performanceid=337526
2026-05-16,20:00,Michael,Atlas Caballito,Atlas Cines,Buenos Aires,"Rivadavia 5071, Caballito",4D - 2D,Doblada,127,Música; Drama; Historia,https://www.atlascines.com/Peliculas?codPelicula=441&codComplejo=191
2026-05-16,20:00,Top Gun,Atlas Caballito,Atlas Cines,Buenos Aires,"Rivadavia 5071, Caballito",2D,Subtitulada,110,Acción; Drama; Romance,https://www.atlascines.com/Peliculas?codPelicula=465&codComplejo=191
2026-05-16,20:00,El Diablo Viste A La Moda 2,Atlas Flores,Atlas Cines,Buenos Aires,"Rivera Indarte 44, Flores",2D,Doblada,120,Comedia; Drama,https://www.atlascines.com/Peliculas?codPelicula=446&codComplejo=197
2026-05-16,20:00,Hijo Mayor,Cine Gaumont,Espacio INCAA,Buenos Aires,"Av. Rivadavia 1635, Congreso",2D,Doblada,118,Drama,https://www.cinegaumont.ar/pelicula.aspx?filmid=793&performanceid=154895
2026-05-16,20:00,Obsesión,Cinemark Caballito,Cinemark Hoyts,Buenos Aires,"Av. La Plata 96, Caballito",2D,Subtitulada,91,Suspense,https://www.cinemark.com.ar
2026-05-16,20:00,El Diablo Viste A La Moda 2,Cinemark Palermo,Cinemark Hoyts,Buenos Aires,"Beruti 3399, Palermo",2D,Subtitulada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,20:00,Mortal Kombat 2,Cinemark Puerto Madero,Cinemark Hoyts,Buenos Aires,Av. Alicia Moreau de Justo 1920,2D,Doblada,116,Acción; Fantasía; Aventura,https://www.cinemark.com.ar
2026-05-16,20:00,Obsesión,Cinemark Puerto Madero,Cinemark Hoyts,Buenos Aires,Av. Alicia Moreau de Justo 1920,2D,Doblada,91,Suspense,https://www.cinemark.com.ar
2026-05-16,20:00,Obsesión,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,91,Suspense,https://cinepolis.com/ar/asientos?country=ar&movie=obsesion&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126587
2026-05-16,20:00,El Diablo Viste A La Moda 2,Cinépolis Recoleta,Cinépolis,Buenos Aires,"Vicente López 2050, Recoleta",2D,Subtitulada,120,Comedia; Drama,https://cinepolis.com/ar/asientos?country=ar&movie=el-diablo-viste-a-la-moda-2&cinema=cinepolis-recoleta-buenos-aires&selected=cinepolis-recoleta-buenos-aires&session=126639
2026-05-16,20:00,Mortal Kombat 2,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Subtitulada,116,Acción; Fantasía; Aventura,https://www.cinemark.com.ar
2026-05-16,20:00,El Diablo Viste A La Moda 2,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,120,Comedia; Drama,https://www.cinemark.com.ar
2026-05-16,20:00,Hokum: la Maldición de la Bruja,Hoyts Abasto,Cinemark Hoyts,Buenos Aires,"Av. Corrientes 3247, Abasto Shopping",2D,Doblada,107,Terror,https://www.cinemark.com.ar
2026-05-16,20:00,Obsesión,Hoyts Dot Baires,Cinemark Hoyts,Buenos Aires,"Vedia 3626, Dot Baires Mall, Saavedra",2D,Subtitulada,91,Suspense,https://www.cinemark.com.ar
2026-05-16,20:00,En el camino,MALBA Cine,Museo / Cine de arte,Buenos Aires,"Av. Figueroa Alcorta 3415, Palermo",2D,Subtitulada,93,Drama; Suspense; Crimen,
2026-05-16,20:00,El Diablo Viste A La Moda 2,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,120,Comedia; Drama,https://www.voyalcine.net/pelicula.aspx?filmid=5614&performanceid=337550
2026-05-16,20:10,Exit 8,Showcase Belgrano,Showcase,Buenos Aires,"Monroe 1655, Belgrano",2D,Subtitulada,95,Terror; Misterio,https://www.voyalcine.net/pelicula.aspx?filmid=5736&performanceid=337554
2026-05-16,20:15,Nuestros días en mi memoria. Una película sobre Estelares.,Cine Gaumont,Espacio INCAA,Buenos Aires,"Av. Rivadavia 1635, Congreso",2D,Doblada,90,,https://www.cinegaumont.ar/pelicula.aspx?filmid=783&performanceid=154898
2026-05-16,20:15,Michael,Multiplex Belgrano,Multiplex,Buenos Aires,"Vuelta de Obligado 2199, Belgrano",2D,Subtitulada,127,Música; Drama; Historia,https://ventas.cinemultiplex.com.ar/funcion?df=182-20469-223371-20260516
